DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               MPVPosition               OutletValve               CO_sync                   CO2_sync                  CO2_dry_sync              CH4_sync                  CH4_dry_sync              H2O_sync                  
2024-05-08                09:09:05.000              128.04797454              3073.151389               129.04797454              1715159345.000            0                         963                       1.3999965822E+02          4.5000239499E+01          3.5250000000E+01          4.5116550952E+01          4.5000046577E+01          0.0000000000E+00          3.3639567362E+04          1.1947978204E-01          4.3215437897E+02          4.3557432459E+02          1.9684366020E+00          1.9810754001E+00          5.0578066827E-01          
2024-05-08                09:09:10.000              128.04803241              3073.152778               129.04803241              1715159350.000            0                         963                       1.4000142376E+02          4.4999259949E+01          3.5250000000E+01          4.5116752625E+01          4.4999931335E+01          0.0000000000E+00          3.3640954026E+04          1.1496240043E-01          4.3214897514E+02          4.3557321319E+02          1.9682325374E+00          1.9809575096E+00          5.0697373095E-01          
2024-05-08                09:09:15.000              128.04809028              3073.154167               129.04809028              1715159355.000            0                         963                       1.3999944962E+02          4.4999657531E+01          3.5282342657E+01          4.5116612628E+01          4.4999960786E+01          0.0000000000E+00          3.3639621722E+04          1.1263361873E-01          4.3222462714E+02          4.3565186312E+02          1.9683028078E+00          1.9810888421E+00          5.0780501239E-01          
2024-05-08                09:09:20.000              128.04814815              3073.155556               129.04814815              1715159360.000            0                         963                       1.3999831993E+02          4.4999259949E+01          3.5250000000E+01          4.5116539001E+01          4.4999931335E+01          0.0000000000E+00          3.3639274284E+04          1.1863406639E-01          4.3222491606E+02          4.3565524068E+02          1.9685084636E+00          1.9810806027E+00          5.0678300928E-01          
2024-05-08                09:09:25.000              128.04820602              3073.156944               129.04820602              1715159365.000            0                         963                       1.3999810791E+02          4.5000572205E+01          3.5250000000E+01          4.5116600037E+01          4.4999778748E+01          0.0000000000E+00          3.3639585938E+04          1.1340596824E-01          4.3226104115E+02          4.3569043927E+02          1.9680633261E+00          1.9810486009E+00          5.0781280913E-01          
2024-05-08                09:09:30.000              128.04826389              3073.158333               129.04826389              1715159370.000            0                         963                       1.4000010681E+02          4.5001335144E+01          3.5250000000E+01          4.5116905212E+01          4.5000144958E+01          0.0000000000E+00          3.3640066406E+04          1.1567620787E-01          4.3222823908E+02          4.3566367965E+02          1.9683202903E+00          1.9810418702E+00          5.0740665628E-01          
2024-05-08                09:09:35.000              128.04832176              3073.159722               129.04832176              1715159375.000            0                         963                       1.4000059509E+02          4.5000694275E+01          3.5250000000E+01          4.5116539001E+01          4.4999900818E+01          0.0000000000E+00          3.3640492188E+04          1.1310323540E-01          4.3249197434E+02          4.3594145268E+02          1.9679855272E+00          1.9808985046E+00          5.1079478368E-01          
2024-05-08                09:09:40.000              128.04837963              3073.161111               129.04837963              1715159380.000            0                         963                       1.3999934387E+02          4.5001365662E+01          3.5250000000E+01          4.5116752625E+01          4.4999931335E+01          0.0000000000E+00          3.3640105469E+04          1.0696686460E-01          4.3263974741E+02          4.3610405670E+02          1.9681162840E+00          1.9810679016E+00          5.1298100955E-01          
2024-05-08                09:09:45.000              128.04843750              3073.162500               129.04843750              1715159385.000            0                         963                       1.4000065613E+02          4.5000816345E+01          3.5312500000E+01          4.5116600037E+01          4.5000053406E+01          0.0000000000E+00          3.3641175781E+04          1.1131205575E-01          4.3277309012E+02          4.3625419642E+02          1.9678599042E+00          1.9808594152E+00          5.1483378045E-01          
2024-05-08                09:09:50.000              128.04849537              3073.163889               129.04849537              1715159390.000            0                         963                       1.4000267029E+02          4.4999778748E+01          3.5250000000E+01          4.5116752625E+01          4.4999931335E+01          0.0000000000E+00          3.3642972656E+04          1.1578511828E-01          4.3289246998E+02          4.3636767471E+02          1.9677694117E+00          1.9807131198E+00          5.1426704269E-01          
