DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               MPVPosition               OutletValve               CO_sync                   CO2_sync                  CO2_dry_sync              CH4_sync                  CH4_dry_sync              H2O_sync                  
2024-05-11                03:25:35.000              130.80943287              3139.426389               131.80943287              1715397935.000            0                         963                       1.3999928284E+02          4.4999870300E+01          3.5312500000E+01          4.5115989685E+01          4.4999076843E+01          0.0000000000E+00          3.4198722656E+04          1.2228132429E-01          4.3156944693E+02          4.3778146548E+02          1.9842944197E+00          2.0077039121E+00          9.1644351640E-01          
2024-05-11                03:25:40.000              130.80949074              3139.427778               131.80949074              1715397940.000            0                         963                       1.3999803162E+02          4.4999382019E+01          3.5312500000E+01          4.5115989685E+01          4.4999382019E+01          0.0000000000E+00          3.4198531250E+04          1.1880132069E-01          4.3157551251E+02          4.3778658217E+02          1.9843167448E+00          2.0078762641E+00          9.1529142780E-01          
2024-05-11                03:25:45.000              130.80954861              3139.429167               131.80954861              1715397945.000            0                         963                       1.3999996948E+02          4.4999992371E+01          3.5312500000E+01          4.5115989685E+01          4.4999168396E+01          0.0000000000E+00          3.4199019531E+04          1.2384016123E-01          4.3154956527E+02          4.3776719944E+02          1.9844860227E+00          2.0078469312E+00          9.1516675230E-01          
2024-05-11                03:25:50.000              130.80960648              3139.430556               131.80960648              1715397950.000            0                         963                       1.3999948120E+02          4.4999992371E+01          3.5312500000E+01          4.5115989685E+01          4.4999168396E+01          0.0000000000E+00          3.4198117188E+04          1.2509732197E-01          4.3162948455E+02          4.3783792131E+02          1.9841810889E+00          2.0073403637E+00          9.1612907226E-01          
2024-05-11                03:25:55.000              130.80966435              3139.431944               131.80966435              1715397955.000            0                         963                       1.4000253296E+02          4.5000328064E+01          3.5312500000E+01          4.5115867615E+01          4.4999382019E+01          0.0000000000E+00          3.4199078125E+04          1.2144303930E-01          4.3167020996E+02          4.3786263038E+02          1.9842287345E+00          2.0074116749E+00          9.1257705299E-01          
2024-05-11                03:26:00.000              130.80972222              3139.433333               131.80972222              1715397960.000            0                         963                       1.3999989319E+02          4.5000297546E+01          3.5312500000E+01          4.5116081238E+01          4.4999229431E+01          0.0000000000E+00          3.4198191406E+04          1.2829388146E-01          4.3171610578E+02          4.3791968056E+02          1.9838852104E+00          2.0075830600E+00          9.1328032507E-01          
2024-05-11                03:26:05.000              130.80978009              3139.434722               131.80978009              1715397965.000            0                         963                       1.3999989319E+02          4.4999870300E+01          3.5312500000E+01          4.5115867615E+01          4.4999259949E+01          0.0000000000E+00          3.4198757812E+04          1.2098223062E-01          4.3170809070E+02          4.3790046310E+02          1.9837107212E+00          2.0071332204E+00          9.1272902131E-01          
2024-05-11                03:26:10.000              130.80983796              3139.436111               131.80983796              1715397970.000            0                         963                       1.4000093079E+02          4.4998802185E+01          3.5312500000E+01          4.5115928650E+01          4.4999168396E+01          0.0000000000E+00          3.4200589844E+04          1.2020312321E-01          4.3162279697E+02          4.3781652671E+02          1.9840912793E+00          2.0072338882E+00          9.1232203645E-01          
2024-05-11                03:26:15.000              130.80989583              3139.437500               131.80989583              1715397975.000            0                         963                       1.3999934387E+02          4.5001152039E+01          3.5312500000E+01          4.5116050720E+01          4.4999137878E+01          0.0000000000E+00          3.4201707031E+04          1.2500972708E-01          4.3162723678E+02          4.3781944247E+02          1.9840204371E+00          2.0073225740E+00          9.1234899587E-01          
2024-05-11                03:26:20.000              130.80995370              3139.438889               131.80995370              1715397980.000            0                         963                       1.4000045776E+02          4.4997917175E+01          3.5312500000E+01          4.5115867615E+01          4.4999137878E+01          0.0000000000E+00          3.4203488281E+04          1.2625324596E-01          4.3166245697E+02          4.3784543018E+02          1.9844081865E+00          2.0076176663E+00          9.1181306826E-01          
2024-05-11                03:26:25.000              130.81001157              3139.440278               131.81001157              1715397985.000            0                         963                       1.3999858093E+02          4.4998130798E+01          3.5312500000E+01          4.5115867615E+01          4.4999137878E+01          0.0000000000E+00          3.4202757812E+04          1.2759160637E-01          4.3164734380E+02          4.3782511503E+02          1.9845401347E+00          2.0078604594E+00          9.1061631721E-01          
2024-05-11                03:26:30.000              130.81006944              3139.441667               131.81006944              1715397990.000            0                         963                       1.3999893188E+02          4.4998558044E+01          3.5312500000E+01          4.5115745544E+01          4.4999259949E+01          0.0000000000E+00          3.4201574219E+04          1.1796339668E-01          4.3168924153E+02          4.3786520131E+02          1.9848529355E+00          2.0079740485E+00          9.0978713001E-01          
