DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               MPVPosition               OutletValve               CO_sync                   CO2_sync                  CO2_dry_sync              CH4_sync                  CH4_dry_sync              H2O_sync                  
2024-05-11                08:26:50.000              131.01863426              3144.447222               132.01863426              1715416010.000            0                         963                       1.4000135803E+02          4.4998161316E+01          3.4562500000E+01          4.5117546082E+01          4.5000541687E+01          0.0000000000E+00          3.4093769531E+04          1.1126099807E-01          4.4118716548E+02          4.4749105653E+02          1.9770358940E+00          2.0002467306E+00          9.0976939785E-01          
2024-05-11                08:26:55.000              131.01869213              3144.448611               132.01869213              1715416015.000            0                         963                       1.3999789429E+02          4.4999412537E+01          3.4500000000E+01          4.5117362976E+01          4.5000602722E+01          0.0000000000E+00          3.4092757812E+04          1.1891001606E-01          4.4131049614E+02          4.4762690271E+02          1.9768299552E+00          2.0001313294E+00          9.1045175949E-01          
2024-05-11                08:27:00.000              131.01875000              3144.450000               132.01875000              1715416020.000            0                         963                       1.3999865723E+02          4.4999961853E+01          3.4500000000E+01          4.5117637634E+01          4.5000602722E+01          0.0000000000E+00          3.4093699219E+04          1.0891058667E-01          4.4127856778E+02          4.4759269816E+02          1.9772082849E+00          2.0003614413E+00          9.1035365920E-01          
2024-05-11                08:27:05.000              131.01880787              3144.451389               132.01880787              1715416025.000            0                         963                       1.4000259399E+02          4.5000114441E+01          3.4500000000E+01          4.5117637634E+01          4.5000663757E+01          0.0000000000E+00          3.4095042969E+04          1.2141277294E-01          4.4080667602E+02          4.4710611810E+02          1.9773155334E+00          2.0004531747E+00          9.0934236543E-01          
2024-05-11                08:27:10.000              131.01886574              3144.452778               132.01886574              1715416030.000            0                         963                       1.3999775696E+02          4.5001548767E+01          3.4500000000E+01          4.5117454529E+01          4.5000755310E+01          0.0000000000E+00          3.4093726562E+04          1.1185201280E-01          4.4056427051E+02          4.4686445918E+02          1.9772794360E+00          2.0003911703E+00          9.0868236481E-01          
2024-05-11                08:27:15.000              131.01892361              3144.454167               132.01892361              1715416035.000            0                         963                       1.3999906921E+02          4.5001548767E+01          3.4562500000E+01          4.5117454529E+01          4.5000755310E+01          0.0000000000E+00          3.4093617188E+04          1.1675792437E-01          4.4020587934E+02          4.4650017422E+02          1.9772608322E+00          2.0003292076E+00          9.0692911419E-01          
2024-05-11                08:27:20.000              131.01898148              3144.455556               132.01898148              1715416040.000            0                         963                       1.3999810791E+02          4.5000846863E+01          3.4562500000E+01          4.5117454529E+01          4.5000602722E+01          0.0000000000E+00          3.4092898438E+04          1.1424639587E-01          4.4007603277E+02          4.4637129084E+02          1.9774686817E+00          2.0005575900E+00          9.0897520029E-01          
2024-05-11                08:27:25.000              131.01903935              3144.456944               132.01903935              1715416045.000            0                         963                       1.3999697739E+02          4.5000255642E+01          3.4500000000E+01          4.5117535150E+01          4.5000710217E+01          0.0000000000E+00          3.4091835704E+04          1.2216690642E-01          4.4007163259E+02          4.4635397737E+02          1.9772953088E+00          2.0004006270E+00          9.0814216601E-01          
2024-05-11                08:27:30.000              131.01909722              3144.458333               132.01909722              1715416050.000            0                         963                       1.4000077752E+02          4.4999996925E+01          3.4536380597E+01          4.5117469560E+01          4.5000673778E+01          0.0000000000E+00          3.4092589144E+04          1.1013374774E-01          4.4004475870E+02          4.4631649983E+02          1.9773744256E+00          2.0005688700E+00          9.0695038013E-01          
2024-05-11                08:27:35.000              131.01915509              3144.459722               132.01915509              1715416055.000            0                         963                       1.4000072343E+02          4.4999494069E+01          3.4500000000E+01          4.5117405336E+01          4.5000750983E+01          0.0000000000E+00          3.4092287896E+04          1.1476072183E-01          4.4004542407E+02          4.4631255091E+02          1.9770104934E+00          2.0002072630E+00          9.0790460105E-01          
